日経会社コード,企業名称,決算期,決算種別,連結基準,決算月数,上場場部：コード,日経業種：コード,有形固定資産,資産合計,売上高・営業収益［累計］,法人税等［累計］,法人税等調整額／繰延税金費用［累計］,支払利息・割引料［累計］,親会社株主に帰属する当期純利益（連結）／当期利益（単独）［累計］,【販管費】人件費・福利厚生費［累計］,【販管費】賃借料［累計］,期末従業員数,営業利益［累計］,受取利息・配当金［累計］,持分法を適用した場合の投資損益［累計］,株主資本,評価・換算差額等／累積その他の包括利益,受取手形・売掛金及び契約資産／売掛金及びその他の短期債権,棚卸資産,売上原価・営業原価［累計］
0000515,日本触媒,2012/03,10,1,12,11,107071,122726,356407,320704,11620,-158,735,21257,7501,,3779,31100,958,,214672,-10357,78094,44012,252363
0000515,日本触媒,2013/03,10,1,12,11,107071,138502,352373,269520,4215,872,674,8401,7185,,3938,10034,1032,1371,218599,-3462,52579,42209,224901
0000515,日本触媒,2014/03,10,1,12,11,107071,152139,398396,302136,5116,-373,599,10503,7452,,4040,13752,1031,1105,226437,9837,69964,58624,253180
0000515,日本触媒,2015/03,10,1,12,11,107071,149647,419634,374873,10086,1752,602,19089,7497,,4075,26133,1100,1259,241663,23611,74156,56303,309135
0000515,日本触媒,2016/03,10,1,12,11,107071,146588,407997,323124,8874,1445,440,26003,7293,,4006,31234,1252,2458,262648,16187,64936,49007,253123
0000515,日本触媒,2017/03,10,1,12,11,107071,163160,433610,293970,5112,-519,445,19361,6570,,4161,21151,1456,2150,270277,18395,64201,51109,233499
0000515,日本触媒,2018/03,10,3,12,11,107071,187906,480316,313939,6638,-1756,431,22641,8570,,4394,25610,1411,3680,,9780,79338,56389,246395
0000515,日本触媒,2019/03,10,3,12,11,107071,193632,481668,338869,7767,316,582,23849,8577,,4454,26170,1769,5101,,4838,81158,59267,272292
0000515,日本触媒,2020/03,10,3,12,11,107071,200252,475641,302150,4157,-294,573,11094,8817,,4510,13178,1735,2640,,-2086,74570,60763,248666
0000515,日本触媒,2021/03,10,3,12,11,107071,193197,471617,273163,-2635,-5027,340,-10899,8736,,4555,-15921,1385,1441,,8420,82053,57611,225116
0000515,日本触媒,2022/03,10,3,12,11,107071,191143,518151,369293,9204,2521,338,23720,9460,,4526,29062,1483,3362,,14538,103577,75311,291586
0000515,日本触媒,2023/03,10,3,12,11,107071,189520,523319,419568,6015,-827,558,19392,9521,,4574,23528,1837,1925,,22030,98571,86057,339176
0000517,大日精化工業,2010/03,10,1,12,11,107071,44079,147471,143928,1581,930,1052,3400,5644,,3561,6127,220,,46760,-2877,43080,20744,121611
0000517,大日精化工業,2011/03,10,1,12,11,107071,40455,147740,159177,3148,1612,923,4665,5520,,3641,9596,226,,50495,-4442,44128,21405,133693
0000517,大日精化工業,2012/03,10,1,12,11,107071,41430,152405,156025,2693,918,826,4314,5527,,3747,8517,238,,53786,-4525,45731,22245,131397
0000517,大日精化工業,2013/03,10,1,12,11,107071,42079,157211,151994,2619,318,733,5727,5699,,3613,8074,253,95,58397,-2276,43501,23035,127683
0000517,大日精化工業,2014/03,10,1,12,11,107071,42920,165044,159899,2493,601,694,6015,5946,,3628,8686,272,148,62713,2230,46171,23435,134547
0000517,大日精化工業,2015/03,10,1,12,11,107071,44746,177458,162999,3306,771,660,5662,6165,,3722,9265,311,225,67231,7739,47840,26138,136796
0000517,大日精化工業,2016/03,10,1,12,11,107071,45396,173744,160770,1301,-907,592,3946,6336,,3698,9954,454,333,69838,3628,47432,26382,133065
0000517,大日精化工業,2017/03,10,1,12,11,107071,44267,188248,157185,3279,175,498,9950,6382,,3888,11982,399,293,79164,7190,48724,25388,127300
0000517,大日精化工業,2018/03,10,1,12,11,107071,47512,200948,167446,3653,94,427,8361,6406,,3943,13079,457,208,85985,8963,53911,27718,136116
0000517,大日精化工業,2019/03,10,1,12,11,107071,45649,190701,170394,1373,-319,435,3876,6647,,3904,8718,551,152,88282,5821,53308,30448,141735
0000517,大日精化工業,2020/03,10,1,12,11,107071,47406,187296,155108,816,257,400,3977,6260,,3871,4850,609,222,90680,3118,47331,28493,131329
0000517,大日精化工業,2021/03,10,1,12,11,107071,51373,197717,138491,1978,609,405,6343,5941,,3809,4920,516,171,95875,6023,47778,25924,116269
0000517,大日精化工業,2022/03,10,1,12,11,107071,52348,196709,121933,2212,-270,339,6166,6208,,3750,7446,459,181,100763,7684,51538,31713,96271
0000517,大日精化工業,2023/03,10,1,12,11,107071,49774,192765,122005,910,91,290,2007,6216,,3666,2635,592,-27,101312,10745,49352,33993,100697
0000519,カネカ,2010/03,10,1,12,11,107065,161432,432879,412490,5949,1407,928,8406,15601,,7715,17505,1180,,249534,-142,93993,61993,310250
0000519,カネカ,2011/03,10,1,12,11,107065,163065,455140,453826,6781,-36,892,11625,16614,,8400,21235,1116,,255585,-3471,103891,68152,339381
0000519,カネカ,2012/03,10,1,12,11,107065,164437,467082,469289,5474,381,885,5402,17675,,8489,13151,1638,,254703,-7176,118367,76801,359544
0000519,カネカ,2013/03,10,1,12,11,107065,169547,484456,476462,5452,2376,890,9325,18808,,8600,15809,1143,55,258322,2271,116705,80277,359733
0000519,カネカ,2014/03,10,1,12,11,107065,184244,520123,524785,1350,-4711,1012,13650,20621,,8907,24821,1894,335,266812,7595,118745,88415,391987
0000519,カネカ,2015/03,10,1,12,11,107065,207588,557962,552189,9595,4282,1223,18033,21662,,8529,24635,1575,211,274558,23702,122083,91183,413389
0000519,カネカ,2016/03,10,1,12,11,107065,219715,577251,555227,9590,2991,1198,20985,22615,,9376,38220,1482,281,286801,5406,121682,93698,394021
0000519,カネカ,2017/03,10,1,12,11,107065,225544,592900,548222,7177,88,1428,20484,23966,,9666,33164,1782,118,297630,7518,125482,96747,385362
0000519,カネカ,2018/03,10,1,12,11,107065,237475,639780,596142,8288,-83,1692,21571,25011,,10234,36888,1602,146,312125,14060,142194,104214,426959
0000519,カネカ,2019/03,10,1,12,11,107065,251922,659587,621043,7933,40,2014,22238,25882,,10571,36041,1920,29,327173,9818,147993,112433,446254
0000519,カネカ,2020/03,10,1,12,11,107065,263056,653262,601514,4318,-490,1714,14003,27651,,11013,26014,1683,150,332691,-1208,134110,117258,432374
0000519,カネカ,2021/03,10,1,12,11,107065,269164,667429,577426,5017,-1354,1259,15831,27749,,11272,27544,1445,109,342159,14939,135618,109684,410486
0000519,カネカ,2022/03,10,1,12,11,107065,271275,726959,691530,8676,-1398,1064,26487,28997,,11335,43562,1648,132,362417,24732,164127,140482,494880
0000519,カネカ,2023/03,10,1,12,11,107065,292615,782640,755821,8298,-711,1965,23008,32174,,11545,35087,1916,137,377098,40273,170153,168114,556895
0000520,日本ピグメント,2010/03,10,1,12,12,107065,8287,23773,32762,351,40,157,354,1065,,916,910,49,,9057,-668,6135,2897,29427
0000520,日本ピグメント,2011/03,10,1,12,12,107065,7900,22991,37890,387,6,137,780,1186,,900,1347,52,,9758,-902,6010,2795,33915
0000520,日本ピグメント,2012/03,10,1,12,12,107065,7634,23658,36319,178,19,116,423,1196,,874,706,59,,10040,-992,6816,3213,33018
0000520,日本ピグメント,2013/03,10,1,12,12,107065,8467,24208,40297,194,-27,110,135,1268,,888,478,64,37,10082,-333,6022,2960,37097
0000520,日本ピグメント,2014/03,10,1,12,12,107065,8726,25513,42007,195,112,106,536,1367,,930,578,58,61,10492,104,6712,3345,38546
0000520,日本ピグメント,2015/03,10,1,12,12,107065,8555,27285,44096,46,-77,105,218,1384,,901,241,66,-10,10617,1133,6711,3742,40851
0000520,日本ピグメント,2016/03,10,1,12,12,107065,8286,26354,41041,145,26,100,147,1301,,949,286,78,-44,10638,367,6480,3908,37817
0000520,日本ピグメント,2017/03,10,1,12,12,107065,8281,27597,42631,319,18,97,691,1250,,913,1046,73,79,11251,489,7063,4244,38682
0000520,日本ピグメント,2018/03,10,1,12,12,107065,9232,31077,46197,311,,98,677,1314,,939,938,78,80,11788,1498,7964,4728,42192
0000520,日本ピグメント,2019/03,10,1,12,12,107065,10430,32705,45916,291,10,119,554,1303,,939,946,87,-17,12216,1072,7400,5358,41893
0000520,日本ピグメント,2020/03,10,1,12,12,107065,10295,29615,38406,196,4,147,184,1274,,924,461,96,-22,12275,376,6445,3858,34887
0000520,日本ピグメント,2021/03,10,1,12,12,107065,9489,32341,30117,203,57,115,-116,1246,,926,264,86,-6,12033,889,6354,3628,27071
0000520,日本ピグメント,2022/03,10,1,12,12,107065,9203,32771,27567,411,64,107,885,1324,,878,1284,87,78,12840,1144,6832,3837,23208
0000520,日本ピグメント,2023/03,10,1,12,12,107065,7629,29081,27463,-355,-535,86,-519,1320,,813,-59,138,42,12162,1989,6839,4027,24275
0000522,協和キリン,2010/12,10,1,12,11,109082,159738,695862,413738,20040,-1323,199,22197,31154,,7484,45410,1206,,553172,-9258,122378,61760,222759
0000522,協和キリン,2011/12,10,1,12,11,109082,122943,658873,343722,20489,-2049,135,25608,31827,,7229,46614,1033,,554856,-15986,99109,58981,146167
0000522,協和キリン,2012/12,10,1,12,11,109082,126872,679342,333158,20609,-3485,205,24199,33307,,7243,52905,1597,,560663,-5792,101556,63442,122467
0000522,協和キリン,2013/12,10,1,12,11,109082,137919,719257,340611,19603,2112,259,30078,34873,,7152,51773,1445,-4163,578329,15628,98602,75699,127850
0000522,協和キリン,2014/12,10,1,12,11,109082,151891,719135,333446,11346,-2221,145,15898,36089,,7424,36173,1070,-6055,580499,24536,108867,91283,127542
0000522,協和キリン,2015/12,10,1,12,11,109082,147043,720764,364316,11625,-7079,59,29774,36880,,7435,43765,718,-3738,594989,19438,106829,84804,138922
0000522,協和キリン,2016/12,10,3,12,11,109082,118192,683801,347956,12427,-1107,320,30450,49669,,7465,39116,799,-12351,,-11603,103885,76278,133364
0000522,協和キリン,2017/12,10,3,12,11,109082,109578,708295,353380,12950,-4523,339,42899,49943,,7532,57731,803,-4478,,-6546,100925,71222,129059
0000522,協和キリン,2018/12,10,3,12,11,109082,103153,741982,271510,17611,1855,337,54414,44793,,7242,50306,746,-97,,-11341,104443,77221,73361
0000522,協和キリン,2019/12,10,3,12,11,109082,74216,784453,305820,6818,-7310,462,67084,46585,,5267,59353,1033,3980,,-9849,89015,47123,79620
0000522,協和キリン,2020/12,10,3,12,11,109082,76012,801290,318352,5236,-11921,245,47027,48849,,5423,59955,732,964,,-15410,92287,51282,80440
0000522,協和キリン,2021/12,10,3,12,11,109082,78652,921872,352246,7703,-14164,244,52347,55422,,5752,65685,790,4575,,-5904,104275,64089,87849
0000522,協和キリン,2022/12,10,3,12,11,109082,89099,939881,398371,14000,-212,344,53573,66327,,5982,86697,704,4323,,-11018,111746,70674,86915
0000524,三菱瓦斯化学,2010/03,10,1,12,11,107071,161334,539431,384528,1055,-3247,2159,5827,14581,,4920,4090,1383,,292048,-22835,104086,62005,326738
0000524,三菱瓦斯化学,2011/03,10,1,12,11,107071,176823,577045,451033,3633,-49,2078,18950,15359,,4979,23363,1370,,306238,-28142,112029,68216,370963
0000524,三菱瓦斯化学,2012/03,10,1,12,11,107071,191178,595250,452217,11893,8772,1981,12327,15692,,5216,9083,1607,,314607,-32920,122054,76086,385731
0000524,三菱瓦斯化学,2013/03,10,1,12,11,107071,195453,613908,467979,17076,14074,2581,-7793,16374,,5323,11421,1517,19045,301353,-17497,127843,88040,400011
0000524,三菱瓦斯化学,2014/03,10,1,12,11,107071,191311,657838,534443,3070,240,2995,14921,16967,,5445,11488,1935,20466,309277,2949,127817,99192,460293
0000524,三菱瓦斯化学,2015/03,10,1,12,11,107071,235923,790784,529570,1611,-1548,2440,43346,17606,,8254,14996,2244,27895,348974,28669,152711,110356,452360
0000524,三菱瓦斯化学,2016/03,10,1,12,11,107071,230525,739582,593502,7084,291,2494,34134,26022,,8176,34018,2735,16683,373258,3686,136401,100113,470455
0000524,三菱瓦斯化学,2017/03,10,1,12,11,107071,218057,738188,556480,7671,30,1346,48013,25766,,8034,43762,2212,21125,412989,11722,138410,94629,425231
0000524,三菱瓦斯化学,2018/03,10,1,12,11,107071,220717,785687,635909,7487,-1842,1069,60531,26705,,8009,62741,2581,18277,455616,11747,165606,103752,481326
0000524,三菱瓦斯化学,2019/03,10,1,12,11,107071,228492,804038,648986,9087,753,1018,55000,27377,,8276,41386,2842,28408,495418,7542,155507,119251,512857
0000524,三菱瓦斯化学,2020/03,10,1,12,11,107071,239838,771733,613344,9855,1482,968,21158,27905,,8954,34260,2791,-1282,494306,-1785,141279,114795,481950
0000524,三菱瓦斯化学,2021/03,10,1,12,11,107071,249931,836364,595718,9568,-611,800,36070,29554,,8998,44510,2753,5162,514499,9765,159018,121274,454760
0000524,三菱瓦斯化学,2022/03,10,1,12,11,107071,276384,928651,705656,17098,555,858,48295,30672,,9888,55360,3564,14883,547239,21526,176554,155669,543070
0000524,三菱瓦斯化学,2023/03,10,1,12,11,107071,313767,1029317,781211,15450,1619,1745,49085,32773,,10050,49030,4178,17546,573852,33760,176626,178142,613031
0000525,三井化学,2010/03,10,1,12,11,107064,498183,1238086,1207735,11653,2186,8476,-28010,28428,,12892,-9461,2900,,384825,-7542,256610,218953,1039515
0000525,三井化学,2011/03,10,1,12,11,107064,467735,1295627,1391713,11045,626,7621,24854,29494,,12782,40548,2221,,403556,-19816,264420,239931,1174178
0000525,三井化学,2012/03,10,1,12,11,107064,430629,1256303,1454024,8787,-916,7061,-1007,29444,,12868,21564,3341,,396498,-29062,274500,248397,1261201
0000525,三井化学,2013/03,10,1,12,11,107064,446637,1337995,1406220,6826,255,6779,-8149,28363,,12846,4290,3701,1575,382305,-5526,298411,284643,1233303
0000525,三井化学,2014/03,10,1,12,11,107064,425840,1432162,1566046,11372,897,7372,-25138,34134,,14271,24899,4082,786,351064,1779,296492,301158,1353536
0000525,三井化学,2015/03,10,1,12,11,107064,433629,1411790,1550076,11480,1078,7353,17261,39729,,14363,42040,5118,-73,367072,39163,299052,291295,1308542
0000525,三井化学,2016/03,10,1,12,11,107064,413402,1258948,1343898,11835,-4005,6623,22963,42837,,13447,70926,4071,-2150,382421,-450,245345,240686,1069451
0000525,三井化学,2017/03,10,1,12,11,107064,409429,1325525,1212282,11915,-3789,5749,64839,39992,,13423,102149,3620,208,437797,11895,271706,247544,919268
0000525,三井化学,2018/03,10,1,12,11,107064,432908,1431309,1328526,15190,-3629,5478,71585,43507,,17277,103491,4788,7063,485610,25976,306899,274342,1019160
0000525,三井化学,2019/03,10,1,12,11,107064,443063,1501074,1482909,18774,-105,5534,76115,47516,,17743,93427,4862,10807,532944,18971,310591,301890,1166577
0000525,三井化学,2020/03,10,3,12,11,107064,499650,1530515,1349522,18205,5891,5702,33970,59774,,17979,64569,4826,,,4062,273894,284306,1051139
0000525,三井化学,2021/03,10,3,12,11,107064,501960,1558125,1211725,10024,-3616,4811,57873,57427,,18051,78074,2152,,,9397,285846,258814,917883
0000525,三井化学,2022/03,10,3,12,11,107064,553584,1934965,1612688,22723,-1883,4083,109990,63096,,18780,147310,2457,,,36208,370426,369009,1233948
0000525,三井化学,2023/03,10,3,12,11,107064,600887,2068203,1879547,27140,1747,6078,82936,72625,,18933,128998,5010,,,61056,352181,441949,1498054
0000528,ダイセル,2010/03,10,1,12,11,107065,175350,428376,320243,5226,-819,2331,11069,11046,,7665,20856,988,,194319,11816,73281,62614,250950
0000528,ダイセル,2011/03,10,1,12,11,107065,150689,411071,353684,6813,-1870,1783,16802,11170,,7747,32711,1094,,207472,4579,70628,70503,269791
0000528,ダイセル,2012/03,10,1,12,11,107065,139204,398196,341942,5939,1332,1478,11827,10755,,8149,20426,1570,,214701,3004,76675,71134,271200
0000528,ダイセル,2013/03,10,1,12,11,107065,149323,461512,358513,7490,-1376,1232,15372,11622,,9233,26196,1308,1147,226757,14207,76970,82977,277644
0000528,ダイセル,2014/03,10,1,12,11,107065,157038,509834,413786,14817,4085,1113,22843,13355,,9700,37912,1559,726,244704,23907,85567,89832,316207
0000528,ダイセル,2015/03,10,1,12,11,107065,166896,565332,443775,16850,1155,1376,31252,14655,,10173,51303,1802,1172,272947,51219,83394,107101,327628
0000528,ダイセル,2016/03,10,1,12,11,107065,175576,560190,449878,16935,305,1131,40313,15960,,10709,64349,2367,1094,300123,37301,84450,104886,316049
0000528,ダイセル,2017/03,10,1,12,11,107065,185180,599708,440061,14246,-2439,958,43198,16443,,11556,64306,1820,870,330579,39040,88307,100657,303229
0000528,ダイセル,2018/03,10,1,12,11,107065,184041,640284,462956,14763,225,1203,37062,17722,,12309,58932,1769,1336,346017,38858,93256,109294,325754
0000528,ダイセル,2019/03,10,1,12,11,107065,197432,654791,464859,11804,-2106,1185,35301,19102,,12319,51171,2265,1762,357772,35825,90173,126152,331086
0000528,ダイセル,2020/03,10,1,12,11,107065,204346,597992,412826,5215,333,1173,4978,18322,,11606,29644,1931,1772,334679,27865,79499,117412,301774
0000528,ダイセル,2021/03,10,1,12,11,107065,219720,640385,393568,10605,2333,1195,19713,19473,,11142,31723,1860,1785,187645,50207,93159,108658,282136
0000528,ダイセル,2022/03,10,1,12,11,107065,229843,698836,467937,14229,1598,1361,31254,20695,,11104,50697,2907,1950,204699,67317,102561,142002,329329
0000528,ダイセル,2023/03,10,1,12,11,107065,256130,765606,538026,13326,270,1432,40682,22906,,11207,47508,3974,2335,225221,69988,101534,177168,392214
0000529,住友ベークライト,2010/03,10,1,12,11,107065,78702,207258,170843,593,-986,387,3306,16728,716,7537,7540,469,,136431,-8977,41855,18976,122051
0000529,住友ベークライト,2011/03,10,1,12,11,107065,73191,205090,190971,3003,1051,340,5154,17429,637,7724,11181,722,,139716,-18782,40560,20992,136090
0000529,住友ベークライト,2012/03,10,1,12,11,107065,74745,201315,185237,1025,-632,328,2525,17492,566,6997,4726,652,,138622,-20624,42309,23151,135140
0000529,住友ベークライト,2013/03,10,1,12,11,107065,80286,213826,183362,2890,823,322,3443,18064,558,5215,7956,458,-151,139654,-9609,40672,25075,131528
0000529,住友ベークライト,2014/03,10,1,12,11,107065,87426,236825,206047,3928,1836,273,6493,18501,611,5262,10702,563,122,143730,5205,41932,26975,150330
0000529,住友ベークライト,2015/03,10,1,12,11,107065,92698,285927,209659,4113,1210,303,7113,20165,620,6747,10904,651,232,147381,21833,44766,31084,150301
0000529,住友ベークライト,2016/03,10,1,12,11,107065,87325,260122,206956,3405,284,301,3828,20333,681,6358,10241,670,247,146300,11018,41783,29088,146084
0000529,住友ベークライト,2017/03,10,3,12,11,107065,93748,253763,198100,2952,-117,205,9521,20460,,5958,12061,673,,,6110,43662,29024,135697
0000529,住友ベークライト,2018/03,10,3,12,11,107065,94760,272247,211819,4197,699,220,15078,20693,,5708,18598,1001,,,7171,48643,30943,145961
0000529,住友ベークライト,2019/03,10,3,12,11,107065,95488,284898,212952,4298,1024,235,15084,20917,,5898,13587,1304,,,6692,47858,34826,149273
0000529,住友ベークライト,2020/03,10,3,12,11,107065,94332,283322,206620,2530,-66,337,8986,20436,,5969,10285,1418,,,449,44828,36478,145984
0000529,住友ベークライト,2021/03,10,3,12,11,107065,105148,345763,209002,2871,-902,363,13198,21096,,7937,19914,1050,,,10658,52594,39566,145639
0000529,住友ベークライト,2022/03,10,3,12,11,107065,108419,370836,263114,7220,588,297,18299,23753,,7916,24887,1186,,,24915,59414,50276,182708
0000529,住友ベークライト,2023/03,10,3,12,11,107065,115082,378457,284939,6142,762,331,20289,24151,,8044,24823,2388,,,34475,60954,57708,203587
0000530,積水化学工業,2010/03,10,1,12,11,107065,256985,787261,858514,10509,-1000,2557,11627,74602,,19761,35955,2811,,352823,-10781,146522,107200,606123
0000530,積水化学工業,2011/03,10,1,12,11,107065,236253,790189,915492,15122,1096,2602,23574,77327,,19770,49335,2179,,368982,-29245,147951,117854,645468
0000530,積水化学工業,2012/03,10,1,12,11,107065,231194,827103,965090,20194,-1667,2764,28116,81357,,20855,54610,2490,,384795,-33143,156920,132576,679528
0000530,積水化学工業,2013/03,10,1,12,11,107065,240654,901564,1032431,13274,-3967,2882,30174,85921,,22202,59621,2984,1249,406939,11642,172084,140024,729971
0000530,積水化学工業,2014/03,10,1,12,11,107065,252051,961009,1110851,30058,393,2611,41190,91225,,23017,82541,4123,2070,429120,27698,192234,156345,774753
0000530,積水化学工業,2015/03,10,1,12,11,107065,263857,968011,1112748,29944,2005,1754,52995,92643,,23886,85764,5036,2263,452712,63599,186379,157603,775130
0000530,積水化学工業,2016/03,10,1,12,11,107065,269974,936043,1096317,20223,5215,1464,56653,94797,,23901,89823,4650,2226,478874,44182,175996,150759,750513
0000530,積水化学工業,2017/03,10,1,12,11,107065,261765,943640,1065776,20950,-2446,1006,60850,94664,,23006,96476,4576,2485,509234,40109,164071,153551,712258
0000530,積水化学工業,2018/03,10,1,12,11,107065,279738,994137,1107429,27626,4232,947,63459,97494,,26080,99231,4915,2508,540673,47092,183263,170457,745346
0000530,積水化学工業,2019/03,10,1,12,11,107065,309455,1023706,1142713,25428,3167,891,66093,101310,,26486,95686,5516,2450,572894,34229,186973,192187,774647
0000530,積水化学工業,2020/03,10,1,12,11,107065,337250,1105781,1129254,22575,-83,1094,59181,103577,,27003,87974,5320,2893,598403,10850,174124,217189,766551
0000530,積水化学工業,2021/03,10,1,12,11,107065,351397,1150143,1056560,19902,-127,1239,41544,101514,,26577,67300,4852,2753,606696,60370,170631,222909,726174
0000530,積水化学工業,2022/03,10,1,12,11,107065,365254,1198921,1157945,31098,-4896,774,37067,105486,,26419,88879,4357,108,612409,62226,186468,243837,801994
0000530,積水化学工業,2023/03,10,1,12,11,107065,377381,1228131,1242521,28726,1401,871,69263,108932,,26838,91666,4888,2254,630041,74984,192532,286799,865281
0000531,日本ゼオン,2010/03,10,1,12,11,107071,108373,281053,225878,2731,2040,1285,5020,8315,,2815,9319,757,,108177,-3529,61540,38337,175825
0000531,日本ゼオン,2011/03,10,1,12,11,107071,95942,290596,270383,11321,-702,1147,18303,8768,,2836,35295,709,,121715,-6840,65482,45930,192690
0000531,日本ゼオン,2012/03,10,1,12,11,107071,97774,311925,262842,11589,1436,1042,19127,9221,,2857,32123,978,,138340,-5889,67117,52789,186296
0000531,日本ゼオン,2013/03,10,1,12,11,107071,108937,350508,250763,8257,1023,934,14750,9297,,3163,23696,1223,,150312,8182,69299,56578,180624
0000531,日本ゼオン,2014/03,10,1,12,11,107071,122721,370872,296427,12535,-217,724,19650,10756,,3186,29901,1368,,162467,15136,71060,60959,213307
0000531,日本ゼオン,2015/03,10,1,12,11,107071,134227,399512,307524,10375,282,721,19080,11202,,3216,28245,1741,,178273,32943,71690,61235,224887
0000531,日本ゼオン,2016/03,10,1,12,11,107071,138526,384753,295647,7433,-2203,617,18079,11155,,3164,29856,2883,,189508,21272,66016,63728,208460
0000531,日本ゼオン,2017/03,10,1,12,11,107071,138058,411415,287624,7162,-1179,455,23152,11169,,3090,30767,2040,,210454,29736,73004,61857,200699
0000531,日本ゼオン,2018/03,10,1,12,11,107071,115559,440519,332682,11401,1332,323,13056,11879,,3328,38881,2357,283,221480,35687,79344,63896,231410
0000531,日本ゼオン,2019/03,10,1,12,11,107071,102323,424937,337499,8247,-879,200,18458,12330,,3405,33147,2484,235,230981,25187,78352,71125,240757
0000531,日本ゼオン,2020/03,10,1,12,11,107071,114791,405131,321966,7130,-261,139,20201,12574,,3462,26104,3013,116,246662,10556,71332,73203,230055
0000531,日本ゼオン,2021/03,10,1,12,11,107071,117579,448821,301961,10279,-298,137,27716,12507,,3502,33408,2707,61,270644,24625,75688,67354,204409
0000531,日本ゼオン,2022/03,10,1,12,11,107071,118299,484660,361730,12520,31,130,33413,14341,,3981,44432,2865,99,293053,25570,82497,93076,241371
0000531,日本ゼオン,2023/03,10,1,12,11,107071,113924,522868,388614,3858,-5900,85,10569,15692,,4293,27179,3571,147,292688,43623,83594,127452,278971
0000532,アイカ工業,2010/03,10,1,12,11,107071,17677,89521,80984,3103,-265,83,4452,5938,351,1725,7436,224,,67566,644,28504,5336,58100
0000532,アイカ工業,2011/03,10,1,12,11,107071,16668,94638,89216,3682,-74,80,5417,6235,335,1701,9286,259,,71234,224,32647,5030,63923
0000532,アイカ工業,2012/03,10,1,12,11,107071,16820,102997,95071,4435,213,94,5986,6455,338,1874,10564,246,,75181,198,36884,5988,68231
0000532,アイカ工業,2013/03,10,1,12,11,107071,25987,119301,101353,4839,-25,99,7633,6894,356,3065,12069,285,,80746,1103,42936,9401,72339
0000532,アイカ工業,2014/03,10,1,12,11,107071,27923,131812,141096,5950,292,274,8221,8681,428,3083,14527,352,22,86591,4634,45634,9882,103437
0000532,アイカ工業,2015/03,10,1,12,11,107071,28318,147017,143843,6330,173,272,10137,8588,460,3035,15181,438,30,94659,8523,45692,11507,104992
0000532,アイカ工業,2016/03,10,1,12,11,107071,30472,153434,150061,5481,-20,241,9962,9145,561,3328,16184,515,29,101776,6218,49333,12124,108067
0000532,アイカ工業,2017/03,10,1,12,11,107071,30024,164634,151633,6092,-97,214,11064,9808,512,3349,18099,411,37,108726,6172,50549,12149,106134
0000532,アイカ工業,2018/03,10,1,12,11,107071,38464,189626,163726,6324,-185,205,11996,9797,556,3850,19092,512,45,114917,7828,59259,16000,116112
0000532,アイカ工業,2019/03,10,1,12,11,107071,40949,191025,191363,6857,243,236,13316,10544,682,3920,20834,543,62,121904,4562,60309,18241,141856
0000532,アイカ工業,2020/03,10,1,12,11,107071,50366,206439,191501,7187,140,261,12732,11310,703,4781,20850,543,42,127945,2252,61691,19383,139564
0000532,アイカ工業,2021/03,10,1,12,11,107071,50750,207363,174628,6171,-296,277,10759,11756,752,4796,17991,530,36,131724,3055,57892,18185,125095
0000532,アイカ工業,2022/03,10,1,12,11,107071,57090,240388,214514,7226,319,185,13117,12391,755,4949,20348,557,152,137663,7558,69472,28549,160429
0000532,アイカ工業,2023/03,10,1,12,11,107071,60872,250049,242055,7630,-32,275,10059,12964,858,4963,20557,960,102,131986,13215,69669,31421,185257
0000533,ＵＢＥ,2010/03,10,1,12,11,107061,324732,654793,549556,6210,818,5688,8217,21117,,11108,27595,871,,187689,-8850,133522,69704,448328
0000533,ＵＢＥ,2011/03,10,1,12,11,107061,313945,661512,616062,9839,1824,4838,17267,21767,,11026,44363,1120,,200920,-13906,134914,73247,494046
0000533,ＵＢＥ,2012/03,10,1,12,11,107061,313949,664965,638653,13241,2992,4187,22969,22430,,11081,46006,1030,,218861,-19388,150108,81266,512447
0000533,ＵＢＥ,2013/03,10,1,12,11,107061,323717,685884,626022,6543,-4464,3572,8265,22448,,11090,29962,916,1239,222105,-6596,143223,81754,517769
0000533,ＵＢＥ,2014/03,10,1,12,11,107061,332416,700715,650510,6782,1917,2922,12623,16430,,11225,24413,847,-39,238261,3468,153160,82402,546340
0000533,ＵＢＥ,2015/03,10,1,12,11,107061,347438,711546,641759,4326,-1656,2427,14649,16525,,10702,24147,1027,1513,249366,13961,144918,78454,538983
0000533,ＵＢＥ,2016/03,10,1,12,11,107061,323800,679783,641750,8896,-504,2110,19111,17503,,10764,41408,936,2950,263032,3530,139506,76083,519960
0000533,ＵＢＥ,2017/03,10,1,12,11,107061,331443,709379,616563,8383,394,1597,24185,18412,,10928,34960,893,2021,281547,5052,157845,82802,500642
0000533,ＵＢＥ,2018/03,10,1,12,11,107061,334262,742445,695574,11863,964,1408,31680,19161,,10799,50250,1264,3612,304833,10519,162739,90929,560100
0000533,ＵＢＥ,2019/03,10,1,12,11,107061,331316,740286,730157,10418,1313,1083,32499,19681,,11010,44551,2039,4914,321663,7857,171611,96764,600301
0000533,ＵＢＥ,2020/03,10,1,12,11,107061,330042,727269,667892,7658,-1562,971,22976,19884,,10890,34033,1449,2329,332070,325,158140,93742,549698
0000533,ＵＢＥ,2021/03,10,1,12,11,107061,331223,769710,613889,-89,-5272,931,22936,19627,,10897,25902,1018,1103,346520,12493,149615,87834,509327
