日経会社コード,企業名称,決算期,決算種別,連結基準,決算月数,上場場部：コード,日経業種：コード,有形固定資産,資産合計,売上高・営業収益［累計］,法人税等［累計］,法人税等調整額／繰延税金費用［累計］,支払利息・割引料［累計］,親会社株主に帰属する当期純利益（連結）／当期利益（単独）［累計］,【販管費】人件費・福利厚生費［累計］,【販管費】賃借料［累計］,期末従業員数,営業利益［累計］,受取利息・配当金［累計］,持分法を適用した場合の投資損益［累計］,株主資本,評価・換算差額等／累積その他の包括利益,受取手形・売掛金及び契約資産／売掛金及びその他の短期債権,棚卸資産,売上原価・営業原価［累計］
0000533,ＵＢＥ,2022/03,10,1,12,11,107061,332757,837954,655265,10948,1355,898,24500,19842,,9849,44038,1247,-1942,351549,17593,171358,124709,527346
0000533,ＵＢＥ,2023/03,10,1,12,11,107061,208027,731636,494738,5533,1669,780,-7006,14309,,8028,16290,1448,-23115,335115,26524,106998,127008,412134
0000538,タキロンシーアイ,2010/03,10,1,12,11,107065,25507,77852,63114,586,69,216,1193,7267,,1730,2951,72,,37861,332,22420,9773,41813
0000538,タキロンシーアイ,2011/03,10,1,12,11,107065,24332,76775,66758,1081,23,157,2480,7232,,1716,4219,75,,39796,227,23181,10576,44150
0000538,タキロンシーアイ,2012/03,10,1,12,11,107065,24057,78610,68181,2085,245,115,1950,7325,,1665,4236,81,,40851,207,25917,11313,45492
0000538,タキロンシーアイ,2013/03,10,1,12,11,107065,23233,77977,67808,2234,351,107,3395,7003,,1670,4714,86,30,43610,567,24958,10215,45105
0000538,タキロンシーアイ,2014/03,10,1,12,11,107065,23502,85643,72856,2502,-43,108,3788,7241,,1664,6269,90,40,46363,-1642,27158,10364,48003
0000538,タキロンシーアイ,2015/03,10,1,12,11,107065,24102,84018,70352,1379,207,82,2168,7376,,1732,3638,84,66,47276,-434,25578,10108,47807
0000538,タキロンシーアイ,2016/03,10,1,12,11,107065,25520,88087,72958,1568,211,94,2746,7794,,1871,3793,87,63,49024,-3269,26529,11565,49303
0000538,タキロンシーアイ,2017/03,10,1,12,11,107065,24286,88997,75118,1851,272,86,2695,8147,,1889,4339,87,63,50723,-2044,27572,11160,49881
0000538,タキロンシーアイ,2018/03,10,1,12,11,107065,36624,141116,147805,2397,356,288,6579,13202,,3369,8363,111,18,68126,206,53781,21040,106502
0000538,タキロンシーアイ,2019/03,10,1,12,11,107065,38101,138251,150650,2850,519,251,6391,13184,,3412,9080,129,,72658,22,53455,22628,109632
0000538,タキロンシーアイ,2020/03,10,1,12,11,107065,42023,144956,139432,5835,81,169,13091,12820,,3369,7372,154,,82808,-1446,45218,22645,100632
0000538,タキロンシーアイ,2021/03,10,1,12,11,107065,41947,142743,134470,2189,348,114,5332,12660,,3299,8511,132,,84840,866,46185,22831,95456
0000538,タキロンシーアイ,2022/03,10,1,12,11,107065,41394,147061,141936,1769,-158,51,6660,12714,,3227,8651,135,,89167,1076,47117,23884,102113
0000538,タキロンシーアイ,2023/03,10,1,12,11,107065,40033,149274,145725,2100,589,139,2460,12708,,3172,5791,135,-53,89071,2114,46931,28125,108415
0000539,旭有機材,2010/03,10,1,12,11,107065,14173,51149,28882,-326,-499,15,-1062,3007,902,1110,-1290,271,,39518,-224,11510,5980,21205
0000539,旭有機材,2011/03,10,1,12,11,107065,13526,52947,32667,350,60,19,224,3027,868,1043,1186,83,,39151,-473,12746,6892,22390
0000539,旭有機材,2012/03,10,1,12,11,107065,13318,49812,34062,359,91,24,101,2998,840,1058,1160,76,,38663,-622,13630,7185,23933
0000539,旭有機材,2013/03,10,1,12,11,107065,14061,47469,32167,3438,3148,12,-2598,2954,828,1049,555,77,26,35477,118,12191,7113,22737
0000539,旭有機材,2014/03,10,1,12,11,107065,14775,53811,38057,463,4,12,1004,3694,882,1190,1172,128,19,35892,1717,14606,7580,26843
0000539,旭有機材,2015/03,10,1,12,11,107065,16997,57697,40837,545,44,30,1151,4159,863,1219,1197,194,4,35417,3406,14437,8485,28764
0000539,旭有機材,2016/03,10,1,12,11,107065,16969,53202,41547,426,-143,37,926,4568,846,1223,1591,151,20,35765,2104,13566,7858,28628
0000539,旭有機材,2017/03,10,1,12,11,107065,16583,55040,42029,454,44,29,1091,4716,850,1246,2062,90,20,36279,2363,15319,7552,28563
0000539,旭有機材,2018/03,10,1,12,11,107065,16879,62884,50174,706,-17,21,2785,4521,868,1355,3362,95,-2,38388,2750,19062,8732,34358
0000539,旭有機材,2019/03,10,1,12,11,107065,17770,62541,56083,1040,256,27,3902,5299,1009,1438,4224,130,,41287,1478,18133,10519,37923
0000539,旭有機材,2020/03,10,1,12,11,107065,18293,65779,56581,1095,66,25,3138,5487,1147,1540,4368,105,,43460,396,17193,12099,37543
0000539,旭有機材,2021/03,10,1,12,11,107065,18180,67732,53551,930,119,23,2789,5571,1195,1559,3404,91,,45324,1343,17192,12170,35944
0000539,旭有機材,2022/03,10,1,12,11,107065,18003,74925,64732,1958,-259,23,4773,5858,1216,1555,6575,129,,49257,2106,19553,13235,43108
0000539,旭有機材,2023/03,10,1,12,11,107065,20927,86256,77099,2525,-1143,27,9425,6775,1401,1652,11947,159,,57440,3173,21571,18977,47356
0000540,ニチバン,2010/03,10,1,12,11,107071,11784,43735,37486,505,-152,62,911,3640,484,1143,1546,23,,22957,-84,11813,5103,26995
0000540,ニチバン,2011/03,10,1,12,11,107071,11357,44572,38521,563,39,59,943,3744,439,1149,1962,22,,23651,-123,11866,4951,27449
0000540,ニチバン,2012/03,10,1,12,11,107071,11555,45461,38260,818,429,59,692,3776,444,1141,1591,25,,24095,-145,12452,5533,27530
0000540,ニチバン,2013/03,10,1,12,11,107071,12395,45801,38502,611,112,49,988,3744,425,1145,1773,32,28,24834,-42,12481,5269,27478
0000540,ニチバン,2014/03,10,1,12,11,107071,12994,47213,40225,753,294,47,989,3772,402,1150,1789,32,72,25575,-27,12656,5602,28965
0000540,ニチバン,2015/03,10,1,12,11,107071,13347,47943,39892,861,330,48,1311,3852,394,1160,2161,24,115,26301,584,12971,5681,28329
0000540,ニチバン,2016/03,10,1,12,11,107071,14627,52890,42461,953,-221,49,1827,4000,,1180,3360,25,166,27796,343,13773,6039,29140
0000540,ニチバン,2017/03,10,1,12,11,107071,18691,56120,44145,1115,193,48,3107,4135,,1204,4057,21,345,30444,321,14009,6638,29402
0000540,ニチバン,2018/03,10,1,12,11,107071,22742,60755,46234,1256,32,47,3132,4298,,1241,4419,20,236,32828,488,15390,7829,30679
0000540,ニチバン,2019/03,10,1,12,11,107071,22399,60329,47417,1359,305,50,3193,4388,,1258,3684,19,157,35193,1287,15627,7902,31992
0000540,ニチバン,2020/03,10,1,12,11,107071,20808,59752,44063,735,66,39,1751,4487,,1266,2975,21,114,36158,1060,12808,8430,29182
0000540,ニチバン,2021/03,10,1,12,11,107071,20697,61214,41528,550,127,37,1350,3079,,1260,2000,22,111,36824,1253,12875,7069,28158
0000540,ニチバン,2022/03,10,1,12,11,107071,22157,64427,43134,751,-84,37,1809,3108,,1255,2450,24,94,38000,960,13406,7546,29638
0000540,ニチバン,2023/03,10,1,12,11,107071,23467,69123,45560,1059,88,37,2371,3238,,1268,1609,26,79,39562,1041,14813,8730,32586
0000542,リケンテクノス,2010/03,10,1,12,11,107071,17868,56723,61025,546,32,81,1353,1655,,1520,2492,122,,30167,200,16841,7755,51842
0000542,リケンテクノス,2011/03,10,1,12,11,107071,17443,59192,73356,233,-347,55,2063,1704,,1556,3462,104,,31597,-485,18049,8333,62634
0000542,リケンテクノス,2012/03,10,1,12,11,107071,18057,62015,75222,1018,315,45,1964,1829,,1556,2353,128,,32778,-701,20234,7998,65308
0000542,リケンテクノス,2013/03,10,1,12,11,107071,21193,68998,73543,531,216,67,1351,2071,,1644,1883,125,,33431,402,20770,9379,63224
0000542,リケンテクノス,2014/03,10,1,12,11,107071,22773,77208,82855,1169,119,85,1925,2243,,1645,3732,155,,34813,1056,22378,10863,69735
0000542,リケンテクノス,2015/03,10,1,12,11,107071,24312,86086,91938,1252,-31,95,1900,2366,,1714,3652,143,,36252,3207,24573,11113,77927
0000542,リケンテクノス,2016/03,10,1,12,11,107071,25790,84157,90589,583,-933,110,2482,2505,,1765,5084,158,,38161,1952,22774,10525,74439
0000542,リケンテクノス,2017/03,10,1,12,11,107071,26960,88345,88300,1726,140,141,2716,2480,,1825,5862,159,,39213,2760,23762,11113,70924
0000542,リケンテクノス,2018/03,10,1,12,11,107071,27595,91866,94601,1544,-161,183,2538,2470,,1844,5399,158,,43921,3252,25199,12190,77338
0000542,リケンテクノス,2019/03,10,1,12,11,107071,27512,95207,97813,1764,55,216,3060,2502,,1882,5761,190,,46620,2321,26019,12927,80072
0000542,リケンテクノス,2020/03,10,1,12,11,107071,26903,91868,98808,1647,98,218,3064,2762,,1944,5581,224,,47695,2014,24397,11983,80833
0000542,リケンテクノス,2021/03,10,1,12,11,107071,25470,95208,88224,1372,-294,139,3234,2808,,1894,5313,193,,50156,3585,23306,12292,71409
0000542,リケンテクノス,2022/03,10,1,12,11,107071,25136,102641,109923,1847,-83,109,3941,2931,,1884,6292,222,,52846,4915,26344,17404,91008
0000542,リケンテクノス,2023/03,10,1,12,11,107071,27077,112002,123497,2044,144,169,4557,2943,,1895,7506,267,,56168,7027,28495,18734,103146
0000543,大倉工業,2010/12,10,1,12,11,107065,39249,88347,80030,-595,-884,573,1205,2413,,1928,2015,118,,30980,405,24192,7860,69101
0000543,大倉工業,2011/12,10,1,12,11,107065,37115,86426,85797,47,-244,504,1551,2549,,1967,2438,121,,32343,189,24935,8324,73967
0000543,大倉工業,2012/12,10,1,12,11,107065,35385,85129,85909,286,-14,440,1577,2626,,1981,2517,117,,33398,609,25290,8340,74248
0000543,大倉工業,2013/12,10,1,12,11,107065,36392,90730,90652,524,316,349,1605,2507,,1993,2010,118,-75,34504,1955,27093,9007,79709
0000543,大倉工業,2014/12,10,1,12,11,107065,36165,88811,87539,-126,-414,316,1759,2473,,1931,2100,117,-149,35808,2149,26570,8705,76382
0000543,大倉工業,2015/12,10,1,12,11,107065,33987,87801,85996,784,55,261,1191,2451,,1930,2354,140,,35988,2742,27167,8863,74605
0000543,大倉工業,2016/12,10,1,12,11,107065,30586,82434,86079,1311,-270,186,2507,2657,,1980,4710,142,,38042,2364,26365,7997,72129
0000543,大倉工業,2017/12,10,1,12,11,107065,30308,87618,90812,1321,-45,142,2720,2695,,2027,5789,161,,40150,3877,28064,8552,75565
0000543,大倉工業,2018/12,10,1,12,11,107065,31209,84610,86260,889,-178,130,2442,2615,,2053,4254,171,,41811,2010,26690,8777,72544
0000543,大倉工業,2019/12,10,1,12,11,107065,30992,83481,85364,571,-12,115,2899,2711,,2025,3719,176,,44053,2373,25443,8852,72071
0000543,大倉工業,2020/12,10,1,12,11,107065,29476,82651,80958,1214,103,100,2865,2652,,2005,4286,177,,46276,2798,25331,8083,67721
0000543,大倉工業,2021/12,10,1,12,11,107065,28505,85869,88420,1519,-78,84,3417,2738,,1966,5123,206,,48989,3512,26686,9961,73912
0000543,大倉工業,2022/12,10,1,12,11,107065,28970,90234,77260,1492,85,21,3788,2679,,1935,3771,301,,51956,3613,29122,11774,63944
0000544,児玉化学工業,2010/03,10,1,12,12,107065,8031,13964,14444,110,38,154,-1102,299,,749,-632,9,,649,-270,3029,1138,13416
0000544,児玉化学工業,2011/03,10,1,12,12,107065,7507,13619,17754,181,-10,143,1096,330,,800,532,6,,1745,-349,3192,1217,15529
0000544,児玉化学工業,2012/03,10,1,12,12,107065,7912,15627,17219,96,7,159,-86,339,,932,190,8,,1658,-437,3870,1599,15161
0000544,児玉化学工業,2013/03,10,1,12,12,107065,8223,18319,21149,174,36,253,202,464,,1005,503,12,,1919,-187,5893,1869,18464
0000544,児玉化学工業,2014/03,10,1,12,12,107065,9707,20449,23256,125,23,268,-440,527,,1012,347,10,,1472,-413,4727,2754,20512
0000544,児玉化学工業,2015/03,10,1,12,12,107065,10406,20330,23697,24,-16,297,-428,680,,1010,-161,12,,1001,7,5003,2224,21286
0000544,児玉化学工業,2016/03,10,1,12,12,107065,9915,18493,22383,14,-29,269,-710,578,,1071,-12,13,,227,-237,3986,2098,19871
0000544,児玉化学工業,2017/03,10,1,12,12,107065,8499,16309,21331,73,-14,241,349,576,,1052,-96,15,,729,-101,3443,1840,18960
0000544,児玉化学工業,2018/03,10,1,12,12,107065,8470,16531,19966,60,14,208,-213,543,,866,117,23,-186,780,103,3709,1881,17641
0000544,児玉化学工業,2019/03,10,1,12,12,107065,7724,14643,18799,60,15,197,-694,513,,891,-352,23,,286,47,3102,1580,17023
0000544,児玉化学工業,2020/03,10,1,12,12,107065,7585,12829,17867,41,-34,158,-471,495,,842,183,25,,-185,-23,2714,1190,15677
0000544,児玉化学工業,2021/03,10,1,12,12,107065,6705,13236,13768,10,-17,122,350,435,,706,508,25,,3137,88,2758,1165,11580
0000544,児玉化学工業,2022/03,10,1,12,12,107065,6525,12885,14884,62,9,93,417,439,,693,677,21,,3524,127,2682,1127,12518
0000544,児玉化学工業,2023/03,10,1,12,12,107065,7099,13356,15389,109,23,82,189,537,,740,381,23,,3674,227,2705,1336,13171
0000548,積水化成品工業,2010/03,10,1,12,11,107065,40943,97008,100744,1721,-7,290,2393,4371,,1637,5118,133,,43835,2099,29527,7857,76622
0000548,積水化成品工業,2011/03,10,1,12,11,107065,42044,99263,101418,1683,148,287,2306,4667,,1719,4876,160,,45042,2220,29436,7996,77306
0000548,積水化成品工業,2012/03,10,1,12,11,107065,43109,101889,101350,468,202,166,744,4389,,1757,2271,180,,45034,2962,29890,8578,79734
0000548,積水化成品工業,2013/03,10,1,12,11,107065,45680,105562,101784,227,-337,171,926,4346,,1813,1152,189,-29,45671,4318,29546,8555,81758
0000548,積水化成品工業,2014/03,10,1,12,11,107065,45695,110687,109923,923,53,186,1264,4705,,1833,2124,202,-8,46137,6987,31292,9752,89284
0000548,積水化成品工業,2015/03,10,1,12,11,107065,47419,116201,113660,1520,326,185,2530,5031,,1859,3930,201,-9,47089,10465,29776,10127,90703
0000548,積水化成品工業,2016/03,10,1,12,11,107065,47040,114892,101559,1540,53,138,3147,5207,,1895,5118,217,2,49253,8856,29432,9229,77386
0000548,積水化成品工業,2017/03,10,1,12,11,107065,50513,119670,102398,1568,335,139,3404,5217,,2011,5401,279,-10,50627,10007,29028,9589,77091
0000548,積水化成品工業,2018/03,10,1,12,11,107065,53849,131148,112101,1786,324,166,3448,5585,,2101,5284,303,-6,52352,13061,33368,10431,85479
0000548,積水化成品工業,2019/03,10,1,12,11,107065,60265,153491,112593,1848,243,164,3129,5496,,3881,4784,309,,54200,10992,36456,13871,85498
0000548,積水化成品工業,2020/03,10,1,12,11,107065,61901,149103,136155,1243,132,392,2323,7432,,3855,3725,366,-13,55164,10520,32142,13804,105978
0000548,積水化成品工業,2021/03,10,1,12,11,107065,61432,158439,118851,1560,-3,373,1126,6877,,3808,2091,328,-9,55077,14877,33521,13323,92451
0000548,積水化成品工業,2022/03,10,1,12,11,107065,55652,143308,117567,1316,-120,386,-5917,6947,,3658,1463,341,,48190,9334,35518,15174,92831
0000548,積水化成品工業,2023/03,10,1,12,11,107065,53702,145175,124683,1833,-13,538,452,6945,,3505,793,368,,48199,9524,36317,16289,100072
0000550,日本化薬,2010/05,10,1,12,11,107071,61637,202641,141032,816,-3216,484,9871,11655,,4224,15995,464,,120097,343,47181,25155,84974
0000550,日本化薬,2011/05,10,1,12,11,107071,60553,205110,148879,7379,3630,358,13004,11857,,4406,20829,402,,129391,-1638,46945,24646,88187
0000550,日本化薬,2012/05,10,1,12,11,107071,61526,204674,147109,6097,-575,290,11401,11822,,4583,19398,403,,137141,-2027,46927,25598,84690
0000550,日本化薬,2013/03,10,1,10,11,107071,67183,224705,128104,6444,461,199,12342,10784,,4619,17066,621,379,146552,3685,51209,29612,73757
0000550,日本化薬,2014/03,10,1,12,11,107071,75166,247592,160080,7357,62,195,16718,12751,,4794,24090,459,431,159595,6825,49586,31406,90645
0000550,日本化薬,2015/03,10,1,12,11,107071,81576,265126,161861,7166,1046,185,15653,12753,,5165,22301,506,175,170717,15941,52407,35376,94664
0000550,日本化薬,2016/03,10,1,12,11,107071,81040,272679,162922,6858,654,146,17291,12737,,5188,21713,616,437,176913,12005,51370,44094,96653
0000550,日本化薬,2017/03,10,1,12,11,107071,80230,272791,159117,6020,338,132,15635,12403,,5517,19646,696,477,184664,9397,47647,45089,95253
0000550,日本化薬,2018/03,10,1,12,11,107071,83228,285600,167888,5851,979,161,15488,12606,,5684,22615,748,339,194516,13817,55075,46289,102475
0000550,日本化薬,2019/03,10,1,12,11,107071,87246,293571,172639,5602,298,194,14851,12267,,5814,19939,915,253,204171,11869,54917,49650,109461
0000550,日本化薬,2020/03,10,1,12,11,107071,85960,278496,175123,5262,-797,165,12815,12147,,5847,17485,1006,34,206975,2369,53786,47615,117059
0000550,日本化薬,2021/03,10,1,12,11,107071,88980,294535,173381,4932,1229,105,12574,11938,,5664,15194,876,263,214420,13085,58823,45227,117067
0000550,日本化薬,2022/03,10,1,12,11,107071,89060,315459,184805,6455,727,82,17181,12387,,5703,21050,991,210,223633,21846,62587,55834,120837
0000550,日本化薬,2023/03,10,1,12,11,107071,89259,322858,198380,5929,-24,103,14984,12841,,5782,21505,1424,-503,228189,25828,55554,71106,131627
0000553,ＡＤＥＫＡ,2010/03,10,1,12,11,107071,69903,203208,159997,2907,36,514,6788,6375,,2774,10203,425,,116542,3386,36199,27300,123972
0000553,ＡＤＥＫＡ,2011/03,10,1,12,11,107071,68049,207779,178198,4089,-103,380,6921,6408,,2853,14581,390,,121248,2307,38581,28456,135801
0000553,ＡＤＥＫＡ,2012/03,10,1,12,11,107071,68582,210766,170817,2134,30,378,3797,6430,,2920,8342,429,,122826,2422,40306,31670,134959
0000553,ＡＤＥＫＡ,2013/03,10,1,12,11,107071,71983,222604,184885,2894,-27,414,7616,6643,,3027,9855,433,883,128260,4819,39839,34850,146331
0000553,ＡＤＥＫＡ,2014/03,10,1,12,11,107071,73826,242741,204350,2969,-1422,465,9152,7032,,3034,13811,685,1448,135038,7431,42912,36429,160072
0000553,ＡＤＥＫＡ,2015/03,10,1,12,11,107071,76640,261112,205890,4320,379,433,11183,7324,,3099,14009,721,1792,143251,13667,44881,40046,160546
0000553,ＡＤＥＫＡ,2016/03,10,1,12,11,107071,78529,270038,222746,4675,28,448,13259,7791,,3241,19300,802,750,153363,9945,45444,39969,170144
0000553,ＡＤＥＫＡ,2017/03,10,1,12,11,107071,80121,290485,223440,5343,-253,379,15325,8140,,3375,21041,686,914,166755,13321,50250,41202,167576
0000553,ＡＤＥＫＡ,2018/03,10,1,12,11,107071,85546,312152,239612,5503,-226,372,15346,8509,,3551,21335,800,555,178363,18256,55397,46213,181834
0000553,ＡＤＥＫＡ,2019/03,10,1,12,11,107071,108672,414549,299354,7140,252,666,17055,11719,,5154,26638,970,419,190772,13807,93416,70104,224828
0000553,ＡＤＥＫＡ,2020/03,10,1,12,11,107071,113230,409452,304131,5646,-276,1116,15216,15153,,5189,22517,1290,534,201412,8854,84765,69050,224575
0000553,ＡＤＥＫＡ,2021/03,10,1,12,11,107071,118909,437657,327080,8280,-62,949,16419,16476,,5378,28979,1036,428,212097,15977,91087,69779,240348
0000553,ＡＤＥＫＡ,2022/03,10,1,12,11,107071,119318,475304,361234,9661,-583,839,23687,16641,,5466,34032,1239,456,230012,19956,100458,96081,266021
0000553,ＡＤＥＫＡ,2023/03,10,1,12,11,107071,119488,500068,403343,8231,-1566,2470,16778,18154,,5494,32369,2479,512,238713,22236,99622,116713,305124
0000554,日油,2010/03,10,1,12,11,107067,58624,159411,143384,2014,-743,330,3500,8122,,3806,5610,584,,82105,4769,29802,26312,109724
0000554,日油,2011/03,10,1,12,11,107067,55093,155321,154121,3629,-799,253,6886,8073,,3817,10568,624,,85673,2910,30089,27466,114756
0000554,日油,2012/03,10,1,12,11,107067,54627,156255,152364,3546,-541,247,7319,8007,,3799,11162,704,,89413,3150,32002,28284,113109
0000554,日油,2013/03,10,1,12,11,107067,54243,164007,148859,4179,-647,123,8784,8015,,3820,12341,760,,96185,6798,34274,29685,108591
0000554,日油,2014/03,10,1,12,11,107067,57513,176700,160963,5009,-1116,89,9737,8432,,3857,15348,880,,103589,8297,34890,31860,116743
0000554,日油,2015/03,10,1,12,11,107067,57973,196865,167697,5936,345,93,11703,8622,,3791,17088,935,,112136,18386,34214,35124,120435
0000554,日油,2016/03,10,1,12,11,107067,56914,196293,170460,5977,-288,84,13589,9042,,3779,19365,1055,,119871,14969,37188,33086,119972
0000554,日油,2017/03,10,1,12,11,107067,57596,217127,174057,7123,-238,70,17586,8915,,3712,24336,1059,,130270,21493,38494,31518,118262
0000554,日油,2018/03,10,1,12,11,107067,57606,235874,179935,8617,-192,80,19913,9207,,3721,25816,1166,,141824,26975,43036,33017,122305
